-- 0 --a:1  --b:24 ---
17 22 6 15 31 32 2 11 5 36 17 15 34 21 4 2 12 2 15 29 14 2 6 15 24 27 17 6 23 29 24 16 16 2 15 7 38 15 3 37 5 31 19 23 12 1 16 36 21 11 21 37 21 31 7 3 24 34 21 11 25 15 19 30 32 18 8 7 29 23 15 9 25 17 31 35 37 28 10 12 28 36 21 27 19 14 12 36 32 31 9 20 20 8 9 19 3 15 19 27 5 31 37 12 37 11 24 37 12 18 33 29 34 12 35 32 2 30 21 31 20 15 17 22 31 6 38 9 30 19 27 4 6 26 36 35 6 21 2 28 24 20 37 32 13 30 24 23 14 26 27 4 31 17 8 12 34 26 24 34 13 31 1 8 15 11 17 11 14 33 17 10 22 7 32 33 27 29 30 33 4 12 25 26 21 12 8 19 10 7 24 37 5 7 32 9 2 15 20 9 5 26 9 38 9 13 34 1 37 2 37 5 18 36 28 24 27 23 13 28 9 14 4 36 35 8 12 9 6 30 31 38 16 1 26 5 20 38 33 20 10 22 37 17 4 2 31 24 20 29 14 19 8 26 20 1 13 29 36 16 22 16 5 28 7 18 26 36 4 37 1 13 27 25 27 15 37 6 2 3 32 35 13 25 27 9 1 20 17 37 25 2 32 4 29 17 8 4 7 27 5 15 4 32 5 6 37 9 30 35 34 32 12 8 13 12 6 37 29 21 28 36 19 7 25 13 21 15 15 33 38 9 24 12 25 24 16 38 16 2 13 16 34 37 35 26 4 9 31 30 34 7 30 29 28 5 30 17 12 4 1 36 24 10 8 31 4 12 8 24 10 16 37 23 22 32 37 1 5 18 6 17 29 30 34 8 8 30 30 30 7 36 20 9 10 26 21 13 33 30 21 6 29 5 2 29 26 22 32 20 19 14 13 2 25 36 13 29 15 36 13 21 9 17 3 35 31 29 14 16 10 34 17 23 15 31 27 2 2 30 12 38 28 29 32 1 37 23 35 32 25 27 32 7 36 31 36 9 7 2 25 32 26 23 19 31 30 13 18 8 22 20 7 4 10 3 12 26 17 34 19 30 35 4 33 13 24 15 27 38 35 30 30 36 5 28 17 3 13 38 11 2 1 3 10 17 10 21 12 6 28 3 26 21 26 4 20 6 16 24 21 34 2 12 20 18 18 38 24 28 31 37 13 21 22 38 36 17 24 27 13 28 25 30 37 1 35 29 10 36 10 21 35 12 6 14 28 5 31 12 3 9 22 1 36 20 8 23 23 22 8 15 25 30 32 10 28 13 4 22 9 34 9 19 25 20 4 36 38 6 12 27 13 12 21 31 13 10 29 14 11 2 7 10 15 35 38 9 35 1 21 8 35 12 15 36 15 29 36 24 11 12 24 9 19 17 19 38 17 1 29 27 13 7 27 3 33 10 31 14 20 23 8 21 24 38 36 25 13 26 35 9 34 29 30 3 10 31 35 3 15 8 11 13 22 31 22 7 37 36 36 7 16 15 29 17 17 29 24 36 16 5 14 32 32 36 22 38 26 17 36 1 24 1 33 16 30 22 24 38 31 31 14 25 23 20 34 10 20 23 30 5 29 38 36 4 15 37 28 18 30 14 5 28 8 34 24 35 29 11 23 21 32 28 36 17 25 31 9 30 29 1 32 29 36 31 13 38 32 26 23 10 18 18 1 28 24 36 3 22 19 12 1 38 20 26 11 21 16 23 4 3 6 1 27 10 20 33 1 33 14 10 31 20 9 10 17 16 16 12 24 35 23 25 33 15 37 4 5 21 36 2 35 8 36 2 33 17 29 24 30 3 28 2 4 10 12 5 18 3 19 37 27 21 10 10 21 13 10 21 5 33 30 21 32 24 8 19 26 2 4 28 10 32 22 32 23 14 14 34 12 10 32 28 18 10 20 9 26 24 36 4 38 17 11 26 12 4 34 16 33 6 17 7 19 30 4 27 36 30 1 15 31 3 36 3 29 21 35 9 17 27 19 10 1 38 12 37 12 2 35 11 5 7 10 7 20 38 3 4 9 27 5 23 31 31 27 25 11 8 23 37 9 34 37 19 2 29 12 9 11 30 5 13 2 18 13 10 12 3 36 9 15 8 3 4 12 1 10 20 5 15 18 19 34 28 34 16 27 37 12 30 35 26 17 18 21 15 6 37 8 23 1 29 28 3 10 23 8 13 15 19 26 1 35 35 8 28 13 34 33 10 15 28 10 26 24 2 20 36 16 36 3 31 12 4 25 23 38 20 32 27 31 28 34 36 9 28 17 34 27 19 1:  2.64188%
2:  2.83757%
3:  2.34834%
4:  2.83757%
5:  2.44618%
6:  1.8591%
7:  2.05479%
8:  2.64188%
9:  3.13112%
10:  3.62035%
11:  1.56556%
12:  3.7182%
13:  3.03327%
14:  1.66341%
15:  3.22896%
16:  2.05479%
17:  3.13112%
18:  1.56556%
19:  2.34834%
20:  2.73973%
21:  3.03327%
22:  1.76125%
23:  2.34834%
24:  3.03327%
25:  1.95695%
26:  2.44618%
27:  2.64188%
28:  2.73973%
29:  3.03327%
30:  3.22896%
31:  3.32681%
32:  2.73973%
33:  1.66341%
34:  2.44618%
35:  2.54403%
36:  4.10959%
37:  3.03327%
38:  2.44618%


-- 74 --a:1  --b:23 ---
12 4 8 19 1 20 19 7 19 13 10 16 9 18 13 18 1 16 11 17 11 11 15 16 5 5 15 12 17 22 1 9 19 7 22 11 22 21 17 6 19 2 20 16 2 18 10 11 17 4 7 8 5 2 21 17 20 6 4 22 2 12 20 18 1 2 21 2 3 1 17 5 21 21 16 3 16 22 13 2 15 6 4 22 5 9 22 21 6 22 16 4 4 4 19 17 4 14 15 10 10 19 18 10 18 22 21 21 13 2 10 18 2 12 4 18 21 14 17 6 13 7 12 5 20 16 22 20 7 10 19 9 19 14 5 6 13 4 13 15 15 9 12 14 1 13 20 11 22 17 10 7 7 5 14 17 9 8 16 15 6 17 6 20 12 1 21 3 2 16 17 2 12 2 2 22 10 16 2 10 21 3 15 15 5 4 3 18 14 1 15 11 17 5 14 14 6 12 6 2 22 2 1 4 16 3 16 1 22 1 15 20 12 12 11 13 5 15 3 2 8 4 14 21 8 7 20 22 8 9 1 22 15 5 13 19 22 8 1 11 21 1 11 9 3 2 6 12 8 16 11 3 21 18 22 18 20 8 20 21 6 13 3 22 9 11 11 8 15 19 13 17 17 17 10 11 13 1 5 1 14 7 13 13 14 19 13 18 4 16 10 3 21 12 11 5 19 2 10 16 6 19 1 13 16 6 5 11 14 11 16 19 8 10 15 6 17 8 14 12 5 22 7 6 2 4 14 18 14 20 17 21 12 20 4 7 22 15 7 4 3 5 5 5 10 4 2 14 3 9 8 5 7 15 16 9 17 10 21 21 14 6 12 6 22 6 2 19 3 11 21 8 14 10 17 4 2 17 1 15 17 11 7 6 1 16 4 16 19 21 16 11 12 17 12 3 5 21 6 18 10 8 20 8 1 4 18 22 19 7 8 20 13 14 3 8 3 15 5 8 10 7 19 1 12 7 6 5 19 6 22 11 16 2 15 18 4 3 7 4 17 15 11 13 20 9 5 8 4 3 12 12 9 1 9 13 9 11 21 4 9 15 12 8 6 4 15 1 21 8 19 18 9 11 22 17 12 17 10 8 12 17 1 12 2 18 3 9 6 9 10 9 13 22 16 8 11 9 5 15 12 17 5 20 10 7 22 21 1 12 14 16 3 12 18 10 14 21 12 14 3 9 7 17 4 12 3 20 12 14 2 2 7 14 17 16 11 17 7 8 13 10 13 11 6 8 11 13 10 5 21 11 13 18 19 9 6 9 13 3 12 4 17 12 15 17 14 5 18 6 1 15 22 3 18 15 10 9 14 8 3 11 20 19 5 8 1 5 22 7 1 12 3 7 12 11 22 8 12 19 12 2 7 12 6 3 6 2 4 13 12 17 19 7 7 13 7 13 15 1 11 3 1 4 9 21 7 19 20 13 17 1 20 9 22 16 15 16 4 19 21 9 4 2 4 3 6 14 20 13 16 22 11 9 22 2 7 5 20 15 15 14 7 22 12 2 18 19 9 2 22 14 17 10 17 9 18 19 15 2 4 4 16 1 1 8 15 1 21 9 3 15 11 22 15 16 2 7 3 7 9 11 17 3 1 8 2 15 3 3 17 1 20 10 10 18 17 7 15 1 17 5 1 9 19 5 6 12 18 20 12 3 11 15 8 10 20 18 13 17 18 4 10 11 5 9 17 7 17 13 7 11 16 11 13 6 21 6 22 19 7 6 10 11 12 12 18 21 19 8 11 3 14 17 22 14 9 22 9 17 6 16 4 8 11 2 3 2 22 18 22 5 22 5 14 10 1 16 22 7 4 11 15 12 20 22 6 14 8 19 11 21 4 7 5 9 5 8 3 1 18 12 5 22 5 9 1 2 9 20 20 19 16 19 10 8 21 14 1 8 5 19 11 10 13 4 3 6 19 11 14 1 6 13 7 10 11 21 12 21 15 4 2 10 12 3 15 1 22 17 18 18 2 19 12 22 15 22 4 5 14 10 1 22 19 8 14 3 14 2 10 15 5 10 2 13 2 20 15 6 11 6 22 22 5 17 15 18 22 18 2 17 18 7 8 22 10 16 5 13 1 9 7 9 13 1 20 18 19 16 7 17 5 1 7 3 6 3 11 13 16 4 16 21 9 18 14 3 7 17 21 2 18 13 10 13 9 18 5 8 22 20 22 3 14 8 1 17 21 16 4 3 19 19 13 17 17 1 7 12 1 16 4 13 4 22 12 10 8 13 4 16 15 15 16 22 15 19 2 12 7 1:  5.0949%
2:  4.6953%
3:  4.6953%
4:  4.6953%
5:  4.6953%
6:  4.1958%
7:  4.6953%
8:  4.2957%
9:  4.3956%
10:  4.2957%
11:  4.8951%
12:  5.19481%
13:  4.4955%
14:  3.996%
15:  4.7952%
16:  4.2957%
17:  5.39461%
18:  3.996%
19:  4.2957%
20:  3.2967%
21:  3.8961%
22:  5.69431%


-- 75 --a:1  --b:31 ---
30 25 20 15 20 19 24 26 15 18 24 6 28 17 6 22 30 12 26 20 5 7 20 12 3 13 23 4 8 23 15 12 30 2 6 30 28 30 27 28 4 11 4 2 23 17 25 24 7 24 21 29 26 9 24 6 6 20 11 8 27 4 25 22 17 27 13 4 27 5 25 3 29 23 27 23 26 24 26 20 23 15 9 11 21 30 4 26 6 2 2 21 2 21 9 1 5 8 13 11 16 25 4 27 16 3 15 28 11 14 4 11 15 5 30 25 10 28 14 22 7 12 12 19 14 16 21 20 21 18 21 2 5 3 24 5 21 30 3 12 30 30 1 18 13 5 11 4 27 4 25 1 20 27 8 27 8 30 8 9 30 27 12 28 8 2 8 2 19 28 30 4 8 30 18 12 12 26 1 13 19 19 30 20 24 15 2 17 3 24 7 26 5 7 7 29 16 10 10 25 11 22 2 2 14 29 21 4 7 3 18 15 22 20 10 21 23 18 18 5 21 22 12 6 28 29 28 10 1 24 9 9 13 16 18 2 24 18 4 1 7 16 3 3 7 12 17 8 25 12 9 8 27 5 4 27 3 11 25 18 3 12 19 22 19 19 6 18 17 20 4 17 23 17 27 8 15 5 11 21 23 13 29 13 27 18 9 20 4 15 2 9 16 18 30 1 7 16 23 29 24 15 8 11 28 13 17 5 11 12 11 29 4 15 8 7 9 30 2 1 20 9 13 11 11 13 12 26 12 23 6 4 20 18 26 26 16 19 22 19 10 3 11 22 4 16 22 10 11 19 4 7 23 22 6 18 8 3 30 29 25 22 20 20 29 3 8 10 26 6 3 16 20 4 22 5 9 21 19 25 14 24 12 9 13 9 27 28 1 13 20 19 2 29 13 4 28 28 27 12 18 12 23 4 20 12 7 6 11 12 15 24 12 26 5 13 10 27 12 15 12 19 11 16 12 21 3 13 20 6 1 10 1 24 25 12 20 4 4 13 19 1 3 9 11 24 19 15 2 2 27 26 16 28 11 25 7 28 30 25 28 4 28 12 16 11 2 15 19 25 29 13 8 26 21 19 22 25 13 1 14 27 10 10 2 5 26 30 8 16 24 24 10 4 17 4 4 8 16 12 16 30 24 26 20 7 12 2 16 28 12 9 13 30 24 28 6 20 9 24 19 23 1 30 26 15 10 12 5 5 25 21 12 3 17 7 19 9 5 23 21 26 17 18 26 21 6 30 5 3 23 5 12 21 14 12 11 2 29 25 21 11 15 13 19 3 3 20 29 9 27 30 1 13 10 11 18 11 5 14 3 17 22 20 9 12 18 9 4 23 7 16 5 12 16 9 2 8 25 3 26 23 18 24 8 12 25 17 12 22 9 30 25 12 21 25 10 15 20 27 11 25 22 13 22 27 12 17 21 17 2 19 9 29 20 30 23 12 5 2 11 4 22 24 6 14 4 10 10 28 7 3 8 28 9 23 16 30 20 19 1 8 14 2 27 2 19 26 7 23 20 22 10 27 13 8 25 21 17 13 6 24 5 26 3 22 29 16 17 29 17 25 25 28 23 23 23 22 17 10 17 25 23 23 18 19 28 23 1 8 25 24 10 22 24 8 30 9 23 6 29 6 1 16 25 19 14 22 10 10 26 2 28 4 3 10 7 14 15 19 13 7 25 7 14 1 30 14 23 22 11 16 22 6 13 3 12 27 16 14 28 8 24 28 27 3 24 8 5 6 14 5 2 12 4 24 3 25 3 30 28 4 16 18 26 26 25 22 29 14 3 21 6 5 10 24 26 18 23 8 19 19 5 18 19 16 1 20 7 13 11 21 14 26 21 27 6 1 22 25 10 5 3 21 10 15 21 2 18 25 14 15 22 2 18 1 3 9 2 2 17 6 8 24 16 14 18 30 14 8 5 5 9 27 1 22 19 12 12 21 19 21 25 15 20 4 30 24 6 16 18 18 21 18 22 7 12 3 16 7 21 28 2 26 5 15 1 1 25 12 16 6 18 21 16 17 2 8 8 17 21 12 13 1 13 11 2 24 13 29 17 11 3 3 9 12 24 28 24 28 21 23 7 10 12 22 24 24 20 21 30 1 21 22 19 11 3 20 1 23 5 11 21 5 14 15 23 11 19 19 24 29 29 1 16 29 17 30 14 20 24 27 3 8 11 1 13 26 8 22 4 27 11 23 26 4 25 27 6 19 14 15 30 14 19 24 25 24 12 22 5 2 9 20 18 18 2 14 10 20 13 29 26 12 8 19 28 13 23 28 5 25 19 7 24 8 26 28 13 19 30 19 3 9 30 23 7 16 21 15 16 4 14 1:  2.90416%
2:  3.5818%
3:  3.77541%
4:  3.77541%
5:  3.485%
6:  2.61375%
7:  2.71055%
8:  3.5818%
9:  3.00097%
10:  2.80736%
11:  3.5818%
12:  5.03388%
13:  3.38819%
14:  2.61375%
15:  2.61375%
16:  3.38819%
17:  2.51694%
18:  3.19458%
19:  3.96902%
20:  3.485%
21:  3.77541%
22:  3.38819%
23:  3.485%
24:  4.06583%
25:  3.87222%
26:  3.19458%
27:  3.00097%
28:  3.19458%
29:  2.32333%
30:  3.67861%


-- 76 --a:1  --b:22 ---
14 11 17 8 14 1 17 10 11 20 11 16 1 12 3 9 9 17 13 2 2 3 8 4 16 3 15 1 2 9 6 8 8 16 17 6 4 17 18 17 18 11 17 3 3 5 8 5 18 15 1 18 20 20 1 6 15 3 1 3 11 1 21 8 18 3 11 1 21 2 21 2 1 8 1 12 9 8 2 11 7 17 18 10 12 12 2 20 2 3 20 6 13 4 13 18 1 17 5 20 3 2 11 9 7 14 12 7 4 11 20 7 9 17 4 5 1 7 6 3 9 2 8 6 9 11 21 19 9 1 1 2 2 1 18 13 12 9 12 7 1 16 12 4 8 21 14 7 8 13 16 19 16 5 4 10 3 1 2 10 14 1 8 5 16 21 17 18 18 5 4 20 15 1 2 14 18 12 16 20 2 19 4 19 2 15 15 11 14 10 15 14 15 18 16 5 7 12 2 4 17 1 7 14 20 21 17 8 15 5 8 11 17 4 13 14 10 21 17 16 11 18 1 11 5 1 9 4 9 17 8 8 19 16 17 9 3 7 2 3 7 16 2 21 2 4 5 3 14 14 6 17 12 8 20 19 21 15 6 4 10 13 16 9 13 10 5 2 15 18 12 1 17 3 8 18 18 14 5 8 10 11 4 9 5 14 8 15 11 4 7 9 17 2 11 2 3 5 20 5 15 20 16 3 21 4 2 19 5 5 8 15 4 18 20 12 11 11 19 10 7 2 12 11 2 19 12 9 18 7 5 6 11 16 14 19 11 12 14 19 14 8 10 3 17 17 12 6 6 8 20 18 14 8 3 13 17 4 18 2 12 10 18 8 11 3 12 5 7 18 2 2 7 18 11 2 5 16 16 7 10 11 3 3 5 10 20 18 18 2 2 3 6 10 17 20 14 18 19 1 18 17 2 5 21 11 15 21 1 2 10 13 16 11 3 7 6 18 6 6 12 5 2 1 6 11 15 8 14 11 2 7 12 12 13 14 20 5 5 15 1 7 9 5 1 6 18 9 6 11 10 9 3 20 5 18 15 1 13 2 18 12 13 15 12 10 10 12 4 7 13 6 4 21 3 16 5 5 16 9 1 12 17 20 3 3 1 21 12 8 14 2 4 4 14 11 9 13 7 4 18 9 8 6 16 18 5 13 17 10 21 3 5 12 14 12 4 2 17 13 15 7 17 12 5 17 21 17 2 15 7 14 13 14 12 14 7 17 9 10 15 15 18 15 18 8 12 10 18 6 17 4 9 4 3 15 15 15 17 12 21 6 8 6 3 15 5 9 19 11 7 4 12 7 6 9 10 12 16 6 10 11 19 6 4 21 6 19 7 11 8 4 9 16 2 8 15 7 21 17 21 2 15 13 19 5 9 16 8 11 16 21 1 13 4 16 15 18 1 9 9 4 4 21 21 15 6 19 7 8 5 2 3 3 7 21 11 2 12 4 17 3 20 4 21 20 9 21 18 18 1 20 21 7 6 3 8 20 5 7 5 18 9 4 17 10 5 2 15 3 9 2 6 18 7 9 9 7 4 5 4 5 17 8 16 12 13 12 6 11 20 15 6 18 21 8 2 14 6 10 4 16 5 12 19 10 15 14 13 3 17 2 6 8 20 18 8 11 2 3 3 5 6 12 19 11 21 14 17 12 14 15 9 13 5 8 1 5 4 13 10 6 10 9 21 4 20 14 10 20 12 20 12 10 7 16 8 1 10 18 3 19 14 4 18 14 9 9 18 17 14 3 9 14 6 15 12 3 15 9 10 6 16 17 2 19 18 10 1 19 5 18 17 15 11 3 17 18 12 9 9 7 2 11 5 2 16 4 12 4 5 21 21 21 3 20 16 1 4 13 15 17 6 18 5 17 3 3 7 2 5 1 16 5 1 7 7 13 11 4 20 17 14 8 18 16 16 15 3 3 1 20 4 9 14 9 18 14 9 7 3 18 10 2 4 10 19 6 21 18 4 13 15 17 21 21 4 7 10 4 15 12 16 6 8 17 19 3 3 17 3 11 19 21 3 14 13 21 12 12 19 13 13 19 21 9 17 14 13 14 8 2 6 11 3 8 17 6 8 1 11 7 12 21 9 2 19 3 8 12 10 21 9 19 10 1 20 11 18 21 2 8 16 19 2 17 20 6 5 14 7 9 14 4 21 18 17 16 14 21 19 20 17 7 3 8 3 14 6 13 20 18 11 11 7 7 13 16 16 21 2 19 10 16 4 4 8 10 4 1 8 13 12 12 11 18 6 2 1 10 14 17 14 6 5 10 11 18 21 4 17 19 1 14 9 3 19 19 2 6 6 9 4 9 18 16 7 19 8 4 20 8 10 7 19 4 1:  4.44015%
2:  5.88803%
3:  5.69498%
4:  5.69498%
5:  5.11583%
6:  4.72973%
7:  4.72973%
8:  5.11583%
9:  5.21236%
10:  4.2471%
11:  4.82625%
12:  5.11583%
13:  3.28185%
14:  4.72973%
15:  4.15058%
16:  4.05405%
17:  5.50193%
18:  5.79151%
19:  3.57143%
20:  3.57143%
21:  4.53668%


-- 77 --a:1  --b:35 ---
23 32 14 6 29 16 4 30 15 32 33 32 25 12 14 30 33 3 16 19 4 19 12 9 23 34 6 29 1 1 32 28 9 18 13 22 1 22 26 20 10 15 17 25 1 9 31 28 5 9 34 22 17 10 28 12 17 31 15 14 22 23 8 28 4 30 22 13 20 3 27 1 23 1 24 26 29 15 16 3 15 1 32 25 22 14 32 1 24 12 6 8 4 22 2 16 27 4 12 24 18 8 4 2 18 10 30 5 34 4 18 10 4 27 11 20 30 2 14 16 31 14 21 3 5 28 20 17 4 26 7 19 1 7 34 19 27 7 9 21 9 33 13 18 17 12 26 7 8 28 15 5 13 19 28 21 32 28 3 6 31 11 19 5 31 25 29 9 15 14 11 5 27 6 5 27 2 13 22 3 9 28 33 1 30 6 7 28 20 11 16 19 29 24 1 14 10 19 14 24 29 7 18 33 32 28 8 18 11 29 14 26 5 16 25 20 13 7 6 21 16 13 7 31 24 3 4 33 34 27 19 33 10 5 17 9 10 6 23 26 31 14 25 6 14 34 26 4 16 32 6 6 29 27 20 22 19 29 16 20 4 1 5 12 22 26 21 10 17 10 21 31 30 26 4 25 13 18 17 5 25 9 10 4 7 34 27 8 17 18 1 11 1 31 27 34 1 15 25 2 1 32 21 1 19 17 34 3 18 1 23 22 1 8 30 12 10 32 16 25 17 24 25 34 5 30 33 1 4 28 18 10 32 12 26 8 15 18 17 6 25 11 3 25 3 21 22 27 12 22 19 6 23 12 8 32 13 25 10 15 12 26 6 8 26 22 9 17 32 24 11 12 24 19 20 34 30 4 7 19 15 10 30 4 20 26 32 20 1 30 13 22 15 25 22 5 28 34 6 24 27 6 31 23 3 22 21 20 3 16 19 31 31 27 18 16 27 27 12 33 12 9 20 31 1 7 26 11 5 14 10 33 10 19 6 16 22 21 27 11 2 26 1 30 28 18 12 14 4 30 14 32 31 5 29 25 27 26 23 8 12 1 9 31 21 17 34 20 6 12 30 34 2 18 19 32 28 27 6 13 8 25 11 20 22 14 3 9 19 13 11 14 34 14 4 23 24 11 26 28 6 7 13 10 25 29 25 23 34 18 9 17 7 5 23 23 15 6 18 20 16 18 33 11 17 26 2 34 2 8 26 31 24 29 9 34 9 1 27 18 7 25 13 19 31 17 2 33 13 1 5 23 8 19 9 29 4 25 7 10 20 2 24 7 27 8 29 7 17 26 8 26 32 31 19 11 10 30 27 11 22 3 28 9 22 14 27 34 17 20 24 18 13 10 19 28 20 18 6 6 34 26 15 23 24 10 12 3 6 33 11 10 11 5 9 9 26 18 28 16 25 19 4 5 13 25 20 17 3 12 29 33 20 4 22 32 20 28 22 27 15 11 1 12 30 32 13 4 6 21 29 9 13 5 7 10 1 14 22 28 7 23 14 1 28 9 12 5 25 7 30 24 28 14 28 24 15 10 34 30 25 25 2 14 5 4 11 24 9 27 33 26 6 1 31 25 20 21 2 5 3 8 30 13 34 4 7 28 12 23 5 12 17 23 25 25 24 25 23 32 4 29 4 30 15 5 21 7 5 3 19 10 27 13 24 6 12 14 31 15 27 18 29 16 11 11 2 3 10 21 34 26 30 19 21 24 28 28 17 31 2 25 4 15 5 12 12 4 19 31 31 25 6 25 7 18 8 13 6 19 19 18 18 2 11 8 34 32 24 29 20 4 1 25 23 15 14 6 31 32 30 34 12 6 21 20 5 12 21 19 31 8 7 32 29 13 26 30 1 29 10 1 7 7 7 2 21 25 26 23 27 23 26 4 29 12 11 25 14 1 18 32 21 19 2 7 2 33 34 19 22 22 3 27 16 33 21 20 29 1 30 33 33 8 13 7 26 9 20 28 14 3 26 4 3 2 34 23 12 20 14 7 22 3 19 21 9 5 19 3 29 27 29 15 9 2 27 23 33 19 16 17 13 5 32 15 34 30 9 6 14 25 15 11 34 12 28 5 26 8 10 17 10 14 9 21 12 22 29 33 24 7 31 4 1 24 34 24 14 7 29 32 16 10 5 26 13 11 24 11 5 24 12 24 30 17 31 10 13 15 31 17 13 13 27 14 25 22 26 21 17 5 19 1 13 1 15 32 10 21 5 25 25 29 26 30 24 20 19 29 33 23 27 19 27 11 21 3 26 16 26 18 6 5 7 1:  3.78109%
2:  2.08955%
3:  2.48756%
4:  3.28358%
5:  3.58209%
6:  3.28358%
7:  3.28358%
8:  2.18905%
9:  2.88557%
10:  3.18408%
11:  2.78607%
12:  3.38308%
13:  2.98507%
14:  3.18408%
15:  2.48756%
16:  2.08955%
17:  2.68657%
18:  2.78607%
19:  3.68159%
20:  2.88557%
21:  2.58706%
22:  2.88557%
23:  2.48756%
24:  2.88557%
25:  3.9801%
26:  3.58209%
27:  3.28358%
28:  2.88557%
29:  2.88557%
30:  2.78607%
31:  2.78607%
32:  2.78607%
33:  2.18905%
34:  2.98507%


-- 78 --a:1  --b:31 ---
23 14 16 12 8 11 23 10 28 22 25 5 21 9 11 13 11 3 3 14 17 15 24 7 2 8 5 3 4 22 27 20 20 26 3 29 18 15 1 2 13 16 4 29 24 13 3 6 24 18 18 23 2 7 18 2 18 20 11 26 5 16 24 3 4 8 5 2 29 15 4 28 18 26 28 30 27 3 9 2 7 15 27 11 26 27 21 22 28 23 6 15 19 27 18 19 10 12 19 4 13 12 16 9 18 7 8 5 7 9 4 21 14 5 24 27 1 24 3 20 23 11 4 25 29 20 27 25 28 22 18 12 29 15 7 12 5 16 14 4 27 18 8 27 2 6 13 20 20 7 6 13 26 30 5 2 18 2 17 15 4 26 13 14 24 5 28 17 30 10 6 9 3 21 30 2 12 28 21 12 29 28 24 4 24 21 3 15 29 9 21 27 29 24 18 27 26 9 25 11 13 13 3 10 27 9 1 6 22 12 13 17 28 12 13 27 15 25 10 14 29 28 9 1 26 5 6 16 30 14 9 14 6 25 1 5 24 10 11 11 1 9 7 25 7 19 6 21 10 6 3 28 28 18 30 12 15 28 22 17 11 26 30 9 7 30 26 11 30 25 20 15 20 19 24 26 15 18 24 6 28 17 6 22 30 12 26 20 5 7 20 12 3 13 23 4 8 23 15 12 30 2 6 30 28 30 27 28 4 11 4 2 23 17 25 24 7 24 21 29 26 9 24 6 6 20 11 8 27 4 25 22 17 27 13 4 27 5 25 3 29 23 27 23 26 24 26 20 23 15 9 11 21 30 4 26 6 2 2 21 2 21 9 1 5 8 13 11 16 25 4 27 16 3 15 28 11 14 4 11 15 5 30 25 10 28 14 22 7 12 12 19 14 16 21 20 21 18 21 2 5 3 24 5 21 30 3 12 30 30 1 18 13 5 11 4 27 4 25 1 20 27 8 27 8 30 8 9 30 27 12 28 8 2 8 2 19 28 30 4 8 30 18 12 12 26 1 13 19 19 30 20 24 15 2 17 3 24 7 26 5 7 7 29 16 10 10 25 11 22 2 2 14 29 21 4 7 3 18 15 22 20 10 21 23 18 18 5 21 22 12 6 28 29 28 10 1 24 9 9 13 16 18 2 24 18 4 1 7 16 3 3 7 12 17 8 25 12 9 8 27 5 4 27 3 11 25 18 3 12 19 22 19 19 6 18 17 20 4 17 23 17 27 8 15 5 11 21 23 13 29 13 27 18 9 20 4 15 2 9 16 18 30 1 7 16 23 29 24 15 8 11 28 13 17 5 11 12 11 29 4 15 8 7 9 30 2 1 20 9 13 11 11 13 12 26 12 23 6 4 20 18 26 26 16 19 22 19 10 3 11 22 4 16 22 10 11 19 4 7 23 22 6 18 8 3 30 29 25 22 20 20 29 3 8 10 26 6 3 16 20 4 22 5 9 21 19 25 14 24 12 9 13 9 27 28 1 13 20 19 2 29 13 4 28 28 27 12 18 12 23 4 20 12 7 6 11 12 15 24 12 26 5 13 10 27 12 15 12 19 11 16 12 21 3 13 20 6 1 10 1 24 25 12 20 4 4 13 19 1 3 9 11 24 19 15 2 2 27 26 16 28 11 25 7 28 30 25 28 4 28 12 16 11 2 15 19 25 29 13 8 26 21 19 22 25 13 1 14 27 10 10 2 5 26 30 8 16 24 24 10 4 17 4 4 8 16 12 16 30 24 26 20 7 12 2 16 28 12 9 13 30 24 28 6 20 9 24 19 23 1 30 26 15 10 12 5 5 25 21 12 3 17 7 19 9 5 23 21 26 17 18 26 21 6 30 5 3 23 5 12 21 14 12 11 2 29 25 21 11 15 13 19 3 3 20 29 9 27 30 1 13 10 11 18 11 5 14 3 17 22 20 9 12 18 9 4 23 7 16 5 12 16 9 2 8 25 3 26 23 18 24 8 12 25 17 12 22 9 30 25 12 21 25 10 15 20 27 11 25 22 13 22 27 12 17 21 17 2 19 9 29 20 30 23 12 5 2 11 4 22 24 6 14 4 10 10 28 7 3 8 28 9 23 16 30 20 19 1 8 14 2 27 2 19 26 7 23 20 22 10 27 13 8 25 21 17 13 6 24 5 26 3 22 29 16 17 29 17 25 25 28 23 23 23 22 17 10 17 25 23 23 18 19 28 23 1 8 25 24 10 22 24 8 30 9 23 6 29 6 1 16 25 19 14 22 10 10 26 2 28 4 3 10 7 14 15 19 13 7 25 7 14 1 30 14 23 22 11 16 22 6 13 3 12 27 16 14 28 8 24 28 27 3 24 8 5 6 14 5 2 1:  2.40154%
2:  3.65034%
3:  3.84246%
4:  4.13064%
5:  3.55427%
6:  2.97791%
7:  3.07397%
8:  3.17003%
9:  3.65034%
10:  2.97791%
11:  3.84246%
12:  4.9952%
13:  3.65034%
14:  2.30548%
15:  2.88184%
16:  2.97791%
17:  2.4976%
18:  3.26609%
19:  2.97791%
20:  3.45821%
21:  2.97791%
22:  3.07397%
23:  3.26609%
24:  3.7464%
25:  3.65034%
26:  3.26609%
27:  3.7464%
28:  3.7464%
29:  2.59366%
30:  3.65034%


-- 79 --a:1  --b:26 ---
